Title,Ingredients,Steps,Loves,URL,IMG URL
Semur Ayam Kentang Ala Mama Kirana,"1/2 Ekor ayam--Kentang--Bumbu Halus :--Bawang putih - bisa di sesuaikan sesuaikan--Bawang merah--Merica--Kemiri--Sedikit biji Pala--Cabai Merah kriting, bila suka pedas--Sedikit jahe--Rempah:--Daun salam--Lengkuas--Sereh--Kapulaga--Kulit manis--Irisan bawang bombay--Irisan tomat--Garam--Kecap manis--Sedikit penyedap rasa--Jeruk nipis untuk ayam--",Cuci bersih ayam lalu baluri dengan perasan jeruk nipis--Cuci lagi ayam dan baluri dengan garam lalu rebus sebentar lalu di goreng--Kentang saya goreng bisa di sesuaikan sesuai selera masing²--Tips goreng ayam agar hasil nya tdk keras : di goreng hanya sebentar--Tumis bawang bombay lalu masukan bumbu halus dan masukkan semua rempah + irisan tomat + kecap manis--Setelah bumbu harum masukkan air tunggu gingga mendidih--Tambahkan garam + penyedap rasa apabila kurang manis bisa ditambahkan kecap lagi--Setelah semua sudah sesuai dgn rasa masukkan kentang goreng + ayam goreng--Tunggu kuah hingga menyusut dan kiraa² 5 mnt angkat. Dan terakhir saya taburin bawang goreng bisa disesuaikan jg dgn selera masing². Selesai--,2,https://cookpad.com/id/resep/4472563-semur-ayam-kentang-ala-mama-kirana,https://img-global.cpcdn.com/recipes/a14d901e7ae07538/680x482cq70/semur-ayam-kentang-ala-mama-kirana-foto-resep-utama.jpg
Ayam suwir,300 gram Ayam suwir (sudah direbus/Goreng)--5 siung bawang merah--3 siung bawang putih--1/2 buah tomat--1/2 sdt merica--1/2 sdt terasi--2 buah cabe rawit--2 buah cabe kriting--Secukupnya gula--Secukupnya garam--Secukupnya air--Secukupnya penyedap rasa (Royco)--2 lembar daun salam--1 jari Lengkuas geprek--,"Haluskan semua bumbu kecuali tomat, lengkuas, Dan daun salam--Siapkan wajan untuk menumis Bumbu, kemudian tuang sedikit minyak Goreng Dan tumis Bumbu yang sudah dihaluskan ditambah daun Salam Dan lengkuas--Setelah tercium bau Bumbu yang ditumis kemudian masukkan tomat yang sudah dipotong potong--Kemudian setelab tomat layu masukkan air secukupnya Dan rasakan kuahnya kalau belum pas bisa ditambahkan penyedap rasa (Royco)--Masukkan ayam yang sudah disuwir Dan aduk--Tunggu sampai meresap Dan air berkurang--Dan sajikan--",0,https://cookpad.com/id/resep/4471653-ayam-suwir,https://img-global.cpcdn.com/recipes/73c422bdade07cfc/680x482cq70/ayam-suwir-foto-resep-utama.jpg
Ayam goreng tepung,150 gr fillet ayam--5 sdm tepung bumbu serbaguna--1 butir telur ayam (kocok lepas)--Garam sck--Minya goreng secukupnya untuk menggoreng--,"Cuci ayam, tiriskan beri perasan jeruk lemon (skip boleh) Potong ayam bentuk dadu.--Koco telur beri secukupnya garam. Masukkan ayam yg telah dipotong dadu.--Balurkan ke dalam tepung serbaguna.--Goreng pada minyak yg panas.--Siap disantap😘😘😘😘--",1,https://cookpad.com/id/resep/4472498-ayam-goreng-tepung,https://img-global.cpcdn.com/recipes/c1b18a44348f5028/680x482cq70/ayam-goreng-tepung-foto-resep-utama.jpg
Tulang Ayam Pedas Manis,1/2 kg tulang ayam bersihkan lalu potong--5 bh cabe merah keriting--5 bh cabe rawit (tambah jika suka pedas)--4 butir bawang merah--2 butir bawang putih--1 ruas kunyit--2 lbr daun salam--1 lbr daun jeruk--1 btg sereh geprek--1 ruas jahe geprek--1 btr jeruk nipis--secukupnya kaldu bubuk--secukupnya gula pasir--secukupnya kecap manis--500 ml air untuk merebus tulang--minyak untuk menumis--,"Setelah tulang ayam di bersihkan dan di potong potong lumuri tulang dengan perasan jeruk nipis lalu biarkan--Siapkan bumbu yg akan di haluskan bwg merah, bwg putih, cabe, dan kunyit blender hingga halus--Siapkan air untuk merebus tulang tambahkan jahe yg sudah di geprek dan daun jeruk ungkep tulang hingga air menyusut--Tumis bumbu yg sudah di halus kan tambahkan air secukupnya dan daun salam juga sereh geprek, masukan tulang ayam, beri kaldu bubuk, gula pasir dan kecap manis secukupnya jgn lupa test rasanya dan biarkan tulang ayam hingga meresap--Setelah tulang ayam kuahnya agak sedikit meresap angkat lalu sajikan--Bisa untuk teman makan mie ayam lohh moms 😃--",3,https://cookpad.com/id/resep/4472409-tulang-ayam-pedas-manis,https://img-global.cpcdn.com/recipes/80fee2326a3ced7f/680x482cq70/tulang-ayam-pedas-manis-foto-resep-utama.jpg
Ayam penyet rumahan,"1 ekr ayam negri cuci bersih ptng beri air jeruk nipis cuci lagi--1 buah jeruk nipis--Bumbu ayam goreng jd,yg bsah. bisa beli di pasar,aku beli 3rb--2 lmbr daun salam--2 lmbr daun jeruk--1 btng sere geprek--Garam secukupnya dan penyedap--secukupnya Minyak goreng--Sambel penyet:--20 buah cabe rawit merah--5 buah cabe merah--2 siung bawang p kating--5 buah bawang merah goreng sebentr--Penyedap dan sedikit gula--","Ungkep ayam bersama bumbu jadi, daun salam, daun jeruk, sere,dan garam,tambah sedikit penyedap apinya kecil ajah ya. Lalu tutup--Apabila sudah empuk dan matang goreng dalam minyak panas dan banyak sampe warna kuning kecoklatan, angkat--Sementara lagi goreng ayam, kita siapkan sambel dulu, uleg semua cabe, dan bawang merah garam,sedikit gula dan penyedap, setelah agak halus kumpulin sambalnya di tengah cobek lalu siram dengan minyak panas bekas goreng ayam tadi lalu uleg lagi supaya rata--Masukan ayam goreng ke dalam cobek lalu penyet pake ulegan, siap di hidangkan--Selamat mencoba--",3,https://cookpad.com/id/resep/4472187-ayam-penyet-rumahan,https://img-global.cpcdn.com/recipes/8f341f265c299f00/680x482cq70/ayam-penyet-rumahan-foto-resep-utama.jpg
Sop ayam,1 kg ayam potong kecil kecil--1/2 kg ceker ayam bersihkan--1/2 kg kentang iris--1/2 kg wortel iris--1 mangkok makaroni (rebus)--2 batang daun bawang (sesuai selera)--4 batang daun seledri (sesuai selera)--Bumbu dihaluskan :--8 siung bawang merah--5 siung bawang putih--Tambahan :--1 sendok teh lada halus--secukupnya Garam--Penyedap rasa (bila Sun's saya pake gula aja)--,"Tumis bawang merah dan bawang putih hingga harum--Masukkan potongan ayam dan ceker ke tumisan bumbu aduk rata--Pindahkan ke panci besar tanbahkan air secukupkan--Didihkan sampai ayam dan ceker cukup matang--Masukkan kentang dan wortel yang diiris tadi, tunggu sampai lembut--Masukkan macaroni yg sudah direbus--Taburkan lada bubuk dan garam, tes rasa--Terakhir masukkan daun bawang dan daun seledri--Siap dihidangkan, taburkan bawang goreng biar tambah maknyuss--",3,https://cookpad.com/id/resep/4472298-sop-ayam,https://img-global.cpcdn.com/recipes/bf9fa7410032b1b7/680x482cq70/sop-ayam-foto-resep-utama.jpg
Ayam suwir,400 grm dada ayam--3 lembar daun jeruk--4 siung bawang putih--6 siung bawang merah--1 cm jahe--1 cm kunyit--secukupnya Garam dan gula--Minyak untuk menumis--,"Rebus ayam sampai matang dan di suir suir.--Haluskan bawang putih, bawang merah, jahe, dan kunyit.--Panaskan minyak tumis bumbu halus, masukkan daun jeruk masak hingga harum tambahkan air secukupnya.--Masukkan ayam masak hingga matang.--",0,https://cookpad.com/id/resep/4472222-ayam-suwir,https://img-global.cpcdn.com/recipes/ba957ac668a6786f/680x482cq70/ayam-suwir-foto-resep-utama.jpg
Nugget Ayam Home Made,"1/4 kg ayam d fillet ambil dagingnya aja--1 buah wortel--1 buah daun bawang prei--4 siung bawang putih--8 siung bawang merah--1 sdt merica--1/2 kg tepung tapioka--2 telur ayam--Garam, penyedap rasa--Tepung roti/ tepung panir--","Cuci bersih ayam. Setelah itu potong kecil2. Masukkan dlm blender. Tambahkan 1 telur ayam, bwg pth, bwg merah, merica. Air sdkt. Lalu blender.--Setelah itu parut wortel, ptong kecil2 daun bawang prei--Taruh adonan ayam dalam wadah--Masukkan wortel, daun prei, tepung tapioka 10 sdm. Kalau pengen lebih padet bisa tambahkan lagi. Sesuai selera--Aduk2 ya sampai tercampur rata. Tambah i garam, penyedap.--Siapkan wadah. Tuang adonan ke dalam wadah yg sebelumnya d olesi mentega--Kukus d panci pengukusan. Kukus 30 - 40 mnt.--Setelah matang, keluarkan dr panci. Biarkan dingin. Lalu keluarkan.--Siapkan 1 telur (dikocok), tepung panir. Potong2 adonan jd kecil2, celupkan ke telur, lalu baluri dg tepung panir.--Setelah itu goreng.Nugget siap d hidangkan. Nugget juga bisa d simpan d dalam freezer ya moms 😊. Jadi sewaktu2 bisa langsung goreng.--",6,https://cookpad.com/id/resep/4472482-nugget-ayam-home-made,https://img-global.cpcdn.com/recipes/10cf48103e99ae1c/680x482cq70/nugget-ayam-home-made-foto-resep-utama.jpg
Gurame Saus Padang,Bahan utama:--1 ekor gurame--Bumbu untuk saus:--4 siung bawang putih (cincang halus)--3 siung bawang merah (cincang halus)--15 bh cabai merah (giling) banyaknya cabai sesuai selera ya😊--7 buah cabai rawit iris tipis (sesuai selera)--1/2 bawang bombang iris--Saus tiram--Saus tomat--Garam--Gula--Lada--1 bh wortel iris tipis memanjang (opsional)--1 buah tomat potong dadu (opsional)--1 batang irisan daun bawang--1 ruas jahe ukuran kecil iris tipis--Tepung maizena--250 ml air--Bumbu untuk menggoreng ikan :--Tepung beras--Tepung terigu--Garam--Jeruk nipis/ lemon--Minyak sayur--,"Cuci bersih ikan gurame yang akan dimasak. Setelah itu lumuri ikan dengan air perasan jeruk nipis/lemon diamkan beberapa menit untuk menghilangkan bau amisnya--Campur tepung terigu,tepung beras dan garam menjadi satu,kemudian lumuri ikan dengan tepung tersebut lalu goreng hingga matang lalu tiriskan. Pastikan minyak yang digunakan sudah panas ya biar ikannya tidak lengket😊.--Tumis bawang merah bawang putih hingga harum,kemudian masukan cabai yang sudah giling, aduk rata--Tambahkan bawang bombay,saus tiram saus tomat dan jahe, aduk sebentar lalu tambahkan 250ml air--Kemudian tambahkan garam dan gula sesuai selera.--Masukkan irisan cabai rawit dan daun bawang dan tomat. Aduk rata. Kemudian tambahkan larutan maizena agar saus mengental--Jika tidak ada tepung maizena. Diamkan beberapa menit hingga kandungan air menyusut dan saus terlihat mengental--Tes rasa. Jika sudah pas. Sajikan dan gurame saus padang siap disantap!😊--",2,https://cookpad.com/id/resep/4474009-gurame-saus-padang,https://img-global.cpcdn.com/recipes/18208822229e63b5/680x482cq70/gurame-saus-padang-foto-resep-utama.jpg
Ikan Kembung Bakar Teflon,"1/2 kg ikan kembung sate, bersihkan--1 buah jeruk sate/jeruk kunci--1 sdm garam halus--2 sdt lada bubuk--1 sdm ketumbar bubuk--","Kucuri ikan dengan jeruk, diamkan 5 menit--Lumuri ikan dg garam, lada dan ketumbar bubuk, simpan d kulkas sekitar 30 menit--Bakar d atas teflon yg d olesi mentega/ butter tipis dengan api yg kecil--Balik untuk membakar kedua bagian ikan.--Sajikan dengan cocolan sambal kecap--",2,https://cookpad.com/id/resep/4474225-ikan-kembung-bakar-teflon,https://img-global.cpcdn.com/recipes/5cf72d705747b8ed/680x482cq70/ikan-kembung-bakar-teflon-foto-resep-utama.jpg
Mujaer asam pedas manis,1/2 kg ikan mujaer (stok gurame habis)--2 buah Wortel potong korek api--1 siung bawang bombai--7 siung bawang putih--13 cabai rawit--4 siung bawang merah--2 sendok makan Saos tomat--2 sendok makan Saos tiram--Garam--Merica--100 ml air matang--Jahe--Jeruk nipis--,"Bersihkan ikan sampai benar-benar bersih. Kerat-kerat dagingnya. Beri garam, merica, potongan jahe perasan jeruk nipis, dan 2 siung bawang uleg. Diamkan 10 menit--Uleg 5 bawang putih yang tersisa. Potong bawang bombai dan dan bawang merah dan cabai rawit.--Goreng ikan mujaer hingga matang, lalu sisihkan.--Tumis bawang merah dan bawang bombai hingga wangi, masukkan bawang putih uleg. Tumis hingga wangi.--Masukkan wortel, tambahkan air. Aduk-aduk. Tunggu hingga wortel hampir matang.--Masukkan saos tomat dan saos tiram. Beri perasan jeruk nipis. Aduk-aduk Koreksi rasa. Jika sudah pas, masukkan ikan, aduk sebentar saja.--Siap disajikan.--",1,https://cookpad.com/id/resep/4473689-mujaer-asam-pedas-manis,https://img-global.cpcdn.com/recipes/e6dd892ccd1ada2f/680x482cq70/mujaer-asam-pedas-manis-foto-resep-utama.jpg
Gurame Asam manis,"1/2 kg ikan gurame--2 buah wortel (potong seperti batang korek api)--Bumbu--5 siung bawang merah--4 siung bawang purih--1 bh tomat--Cabe besar (selera brp j)--Cage kecil (selera brp j)--2 sacet Saos sambel--Saos tomat (q pakek Saos botolan)--Bahan tambahan--Tepung maezena--Kunir--Garam, gula, merica ladaku--","Uleg kunir sama garam kasih air lalu guraminya d rendam, diem in sekitar 10menitan lalu goreng gurame--Untuk Saos asam manis nya, gongso semua bumbu sampek harum, masukan wortel setelah itu kasih Saos Dan garam gula merica ladaku, rasain setelah pas rasanya baru masukan tepung meizena yg sudah d cairkan dengan air setelah mengental angkat--Tata gurame d atas piring siram saosnya Dan siap di santaaap...--",5,https://cookpad.com/id/resep/4473428-gurame-asam-manis,https://img-global.cpcdn.com/recipes/c44e9604c81ca033/680x482cq70/gurame-asam-manis-foto-resep-utama.jpg
Asam padeh ikan tuna,1/2 kg ikan tuna--6 siung bawang merah--4 siung bawang putih--2 ruas kemiri--2 batang serai--2 ruas kunyit--2 ruas laos--4 lembar daun jeruk--1 lembar daun kunyit--2 buah asam Kandis--4 buah belimbing hulu--6 buah cabai merah (bisa disesuaikan)--10 buah cabai rawit (bisa disesuaikan)--3 gelas air--2 sendok garam--1/2 sendok gula--,"Haluskan bumbu (cabai merah, kemiri, bawang, kunyit, Laos)--Tumis bumbu sampai berubah warna--Tambahkan air--Masukkan serai yg sudah di geprek, daun kunyit, daun jeruk, asam Kandis, belimbing hulu, dan cabai rawit utuh (tdk dihaluskan dan tdk dipotong)--Tunggu sampai mendidih--Setelah mendidih, masukkan ikan tuna (sudah dicuci bersih dan diberi air perasan jeruk)--Kemudian beri garam dan gula secukupnya--Tunggu sampai air sedikit berkurang dan mengental--Asam padeh ikan tuna siap disajikan--",7,https://cookpad.com/id/resep/4473138-asam-padeh-ikan-tuna,https://img-global.cpcdn.com/recipes/bb1a457b2e4431fc/680x482cq70/asam-padeh-ikan-tuna-foto-resep-utama.jpg
Avocado Tuna Salad,1 kaleng Tuna Chunks--2 butir telur rebus--3 buah kentang rebus--2 buah avocado--2 buah bawang merah--12 biji zaitun--1 buah timun--Sebongkol daun salada/lettuce--secukupnya Garam & merica--,"Campur semuanya dalam baskom, kecuali biji zaitun, telur rebus. Lalu tambahkan garam & merica--Tuang dalam piring saji, atur irisan telur & biji zaitun. Siap disajikan.--",0,https://cookpad.com/id/resep/4473223-avocado-tuna-salad,https://img-global.cpcdn.com/recipes/e445ec7ac91e4501/680x482cq70/avocado-tuna-salad-foto-resep-utama.jpg
